time	V(output)	V(vin)
1.958643044354538e-002	6.043594e-002	1.835511e-001
1.958832498710919e-002	6.044880e-002	1.835687e-001
1.959211407423680e-002	6.047453e-002	1.836038e-001
1.959969224849202e-002	6.052602e-002	1.836740e-001
1.961484859700247e-002	6.062910e-002	1.838144e-001
1.963700941574317e-002	6.077996e-002	1.840197e-001
1.964246872759582e-002	6.081717e-002	1.840703e-001
1.965338735130110e-002	6.089164e-002	1.841714e-001
1.965611700722742e-002	6.091027e-002	1.841967e-001
1.966157631908007e-002	6.094756e-002	1.842473e-001
1.967013448234149e-002	6.100604e-002	1.843266e-001
1.968126364324830e-002	6.108216e-002	1.844297e-001
1.969226145846895e-002	6.115746e-002	1.845315e-001
1.970808974710012e-002	6.126599e-002	1.846782e-001
1.972495641089243e-002	6.138185e-002	1.848344e-001
1.975868973847705e-002	6.161415e-002	1.851468e-001
1.980074139806291e-002	6.190438e-002	1.855363e-001
1.980708325868938e-002	6.194823e-002	1.855950e-001
1.981976697994232e-002	6.203607e-002	1.857125e-001
1.984513442244821e-002	6.221187e-002	1.859474e-001
1.985147628307468e-002	6.225585e-002	1.860061e-001
1.985306174823130e-002	6.226685e-002	1.860208e-001
1.985623267854453e-002	6.228886e-002	1.860502e-001
1.986257453917101e-002	6.233287e-002	1.861089e-001
1.987525826042395e-002	6.242093e-002	1.862264e-001
1.989660917538226e-002	6.256930e-002	1.864240e-001
1.993502383998862e-002	6.283672e-002	1.867797e-001
1.999310204937591e-002	6.324264e-002	1.873175e-001
2.009613039556433e-002	6.396564e-002	1.882712e-001
2.010871024888138e-002	6.405424e-002	1.883876e-001
2.013386995551550e-002	6.423181e-002	1.886205e-001
2.018418936878373e-002	6.458678e-002	1.890862e-001
2.022838869134611e-002	6.489822e-002	1.894953e-001
2.023553651773036e-002	6.494851e-002	1.895614e-001
2.024983217049887e-002	6.504890e-002	1.896937e-001
2.027842347603589e-002	6.524950e-002	1.899583e-001
2.028255973598326e-002	6.527849e-002	1.899965e-001
2.029083225587798e-002	6.533641e-002	1.900731e-001
2.030737462556633e-002	6.545214e-002	1.902262e-001
2.032732309164809e-002	6.559155e-002	1.904107e-001
2.034812184817805e-002	6.573673e-002	1.906032e-001
2.037471005167816e-002	6.592205e-002	1.908491e-001
2.040017964595063e-002	6.609938e-002	1.910848e-001
2.040216573833217e-002	6.611320e-002	1.911031e-001
2.040266226142756e-002	6.611665e-002	1.911077e-001
2.040365530761832e-002	6.612355e-002	1.911169e-001
2.040564139999986e-002	6.613736e-002	1.911353e-001
2.040961358476293e-002	6.616496e-002	1.911720e-001
2.041755795428908e-002	6.622011e-002	1.912455e-001
2.043344669334137e-002	6.633024e-002	1.913925e-001
2.045754226799377e-002	6.649675e-002	1.916154e-001
2.049648701940571e-002	6.676482e-002	1.919756e-001
2.053907213684385e-002	6.705659e-002	1.923695e-001
2.058895964639684e-002	6.739688e-002	1.928309e-001
2.064090192968365e-002	6.775001e-002	1.933112e-001
2.069707283436469e-002	6.813106e-002	1.938306e-001
2.075301563990709e-002	6.851011e-002	1.943478e-001
2.081269550852707e-002	6.891475e-002	1.948995e-001
2.087525463617460e-002	6.934081e-002	1.954778e-001
2.094533664297516e-002	6.982204e-002	1.961255e-001
2.101359991358825e-002	7.029492e-002	1.967564e-001
2.105955795378753e-002	7.061566e-002	1.971810e-001
2.111656433831339e-002	7.101598e-002	1.977077e-001
2.120524110194971e-002	7.164194e-002	1.985269e-001
2.129003157918788e-002	7.224331e-002	1.993101e-001
2.137080961305172e-002	7.281850e-002	2.000561e-001
2.145693136275175e-002	7.343348e-002	2.008513e-001
2.154577382539312e-002	7.406920e-002	2.016715e-001
2.164800412048963e-002	7.480185e-002	2.026151e-001
2.176111025065742e-002	7.561344e-002	2.036588e-001
2.190084363441980e-002	7.661740e-002	2.049480e-001
2.207129223352105e-002	7.784361e-002	2.065201e-001
2.216483809225538e-002	7.851733e-002	2.073826e-001
2.217442531211522e-002	7.858643e-002	2.074710e-001
2.219359975183490e-002	7.872470e-002	2.076478e-001
2.223194863127427e-002	7.900129e-002	2.080014e-001
2.226867201009598e-002	7.926624e-002	2.083399e-001
2.227540174424010e-002	7.931480e-002	2.084019e-001
2.228886121252833e-002	7.941194e-002	2.085260e-001
2.229222607960038e-002	7.943623e-002	2.085570e-001
2.229306729636840e-002	7.944230e-002	2.085648e-001
2.229474972990442e-002	7.945444e-002	2.085803e-001
2.229811459697648e-002	7.947873e-002	2.086113e-001
2.230484433112059e-002	7.952732e-002	2.086733e-001
2.231425123895659e-002	7.959523e-002	2.087600e-001
2.232570372161560e-002	7.967792e-002	2.088656e-001
2.234860868693362e-002	7.984334e-002	2.090767e-001
2.238173838665329e-002	8.008267e-002	2.093820e-001
2.242646593643129e-002	8.040591e-002	2.097942e-001
2.247516601351144e-002	8.075821e-002	2.102429e-001
2.254019139305036e-002	8.122937e-002	2.108421e-001
2.254956434403400e-002	8.129746e-002	2.109284e-001
2.256831024600126e-002	8.143402e-002	2.111011e-001
2.258992840811344e-002	8.159182e-002	2.113003e-001
2.260427438577670e-002	8.169675e-002	2.114324e-001
2.260786088019252e-002	8.172303e-002	2.114654e-001
2.261503386902415e-002	8.177564e-002	2.115315e-001
2.262650042929516e-002	8.185986e-002	2.116371e-001
2.264033668855285e-002	8.196167e-002	2.117646e-001
2.265563872176802e-002	8.207452e-002	2.119055e-001
2.268624278819836e-002	8.230099e-002	2.121874e-001
2.272621395464840e-002	8.259794e-002	2.125555e-001
2.277398181237293e-002	8.295450e-002	2.129954e-001
2.283127687817193e-002	8.338454e-002	2.135230e-001
2.288802323473406e-002	8.381297e-002	2.140455e-001
2.291454428373696e-002	8.401438e-002	2.142896e-001
2.293268649431987e-002	8.415273e-002	2.144566e-001
2.293722204696560e-002	8.418740e-002	2.144984e-001
2.294629315225706e-002	8.425686e-002	2.145819e-001
2.295662992387524e-002	8.433610e-002	2.146770e-001
2.296698416893503e-002	8.441561e-002	2.147723e-001
2.298195485850795e-002	8.453078e-002	2.149101e-001
2.299793224735108e-002	8.465397e-002	2.150572e-001
2.302988702503733e-002	8.490099e-002	2.153513e-001
2.307126793476337e-002	8.522143e-002	2.157322e-001
2.312022828104575e-002	8.560078e-002	2.161827e-001
2.316710016272403e-002	8.596397e-002	2.166140e-001
2.321641493434777e-002	8.634639e-002	2.170677e-001
2.323993110552054e-002	8.652902e-002	2.172841e-001
2.324581014831373e-002	8.657475e-002	2.173381e-001
2.325756823390010e-002	8.666629e-002	2.174463e-001
2.326050775529670e-002	8.668919e-002	2.174734e-001
2.326638679808989e-002	8.673502e-002	2.175274e-001
2.327737175808648e-002	8.682069e-002	2.176285e-001
2.329061138973621e-002	8.692406e-002	2.177503e-001
2.330539318362798e-002	8.703962e-002	2.178862e-001
2.333362337360149e-002	8.726058e-002	2.181459e-001
2.333850590044585e-002	8.729883e-002	2.181908e-001
2.334827095413457e-002	8.737540e-002	2.182806e-001
2.336780106151201e-002	8.752853e-002	2.184603e-001
2.339546774105274e-002	8.774535e-002	2.187147e-001
2.342669691280253e-002	8.798989e-002	2.190019e-001
2.347979135443648e-002	8.840565e-002	2.194901e-001
2.356800730212904e-002	8.909740e-002	2.203012e-001
2.357885080475771e-002	8.918267e-002	2.204009e-001
2.360053781001505e-002	8.935380e-002	2.206002e-001
2.364391182052974e-002	8.969670e-002	2.209989e-001
2.365475532315841e-002	8.978260e-002	2.210986e-001
2.367644232841576e-002	8.995471e-002	2.212979e-001
2.371981633893045e-002	9.029905e-002	2.216966e-001
2.376933637750665e-002	9.069184e-002	2.221517e-001
2.382051171176330e-002	9.109697e-002	2.226219e-001
2.386735609414246e-002	9.146670e-002	2.230523e-001
2.396104485890077e-002	9.220418e-002	2.239130e-001
2.397118312612346e-002	9.228380e-002	2.240061e-001
2.399145966056882e-002	9.244256e-002	2.241923e-001
2.403201272945956e-002	9.275910e-002	2.245648e-001
2.407011810394405e-002	9.305519e-002	2.249147e-001
2.411217491317298e-002	9.338009e-002	2.253009e-001
2.417891603506934e-002	9.389260e-002	2.259137e-001
2.426363981898403e-002	9.453968e-002	2.266915e-001
2.434862172084467e-002	9.518591e-002	2.274715e-001
2.444345481251736e-002	9.590520e-002	2.283418e-001
2.453409875857705e-002	9.659217e-002	2.291734e-001
2.464053382216463e-002	9.739904e-002	2.301497e-001
2.475525667551924e-002	9.826932e-002	2.312018e-001
2.490827992063818e-002	9.943108e-002	2.326047e-001
2.509521529443481e-002	1.008515e-001	2.343179e-001
2.526857265692862e-002	1.021699e-001	2.359059e-001
2.543929747960020e-002	1.034694e-001	2.374692e-001
2.557979844240564e-002	1.045394e-001	2.387553e-001
2.559319845812466e-002	1.046415e-001	2.388780e-001
2.561999848956269e-002	1.048458e-001	2.391232e-001
2.567359855243874e-002	1.052543e-001	2.396137e-001
2.573546263685619e-002	1.057259e-001	2.401797e-001
2.575978214911498e-002	1.059113e-001	2.404023e-001
2.576299256238943e-002	1.059358e-001	2.404316e-001
2.576941338893833e-002	1.059848e-001	2.404903e-001
2.577056988278971e-002	1.059936e-001	2.405009e-001
2.577085900625255e-002	1.059958e-001	2.405036e-001
2.577143725317824e-002	1.060002e-001	2.405089e-001
2.577259374702962e-002	1.060090e-001	2.405194e-001
2.577490673473236e-002	1.060267e-001	2.405406e-001
2.577953271013786e-002	1.060619e-001	2.405829e-001
2.578849017122439e-002	1.061302e-001	2.406649e-001
2.580366137258432e-002	1.062459e-001	2.408036e-001
2.582687921864482e-002	1.064230e-001	2.410160e-001
2.586154622229808e-002	1.066875e-001	2.413331e-001
2.590505349077255e-002	1.070194e-001	2.417310e-001
2.595570056955799e-002	1.074060e-001	2.421942e-001
2.602070054793875e-002	1.079028e-001	2.427885e-001
2.603233178022748e-002	1.079919e-001	2.428948e-001
2.605559424480495e-002	1.081708e-001	2.431075e-001
2.609376211056567e-002	1.084649e-001	2.434564e-001
2.609920276843104e-002	1.085069e-001	2.435062e-001
2.611008408416179e-002	1.085911e-001	2.436056e-001
2.611280441309448e-002	1.086122e-001	2.436305e-001
2.611824507095985e-002	1.086544e-001	2.436802e-001
2.612912638669060e-002	1.087388e-001	2.437797e-001
2.613125662276467e-002	1.087554e-001	2.437991e-001
2.613551709491282e-002	1.087885e-001	2.438381e-001
2.614403803920912e-002	1.088548e-001	2.439160e-001
2.615554747085785e-002	1.089444e-001	2.440212e-001
2.616797719285353e-002	1.090414e-001	2.441348e-001
2.619283663684487e-002	1.092358e-001	2.443620e-001
2.622973738081330e-002	1.095253e-001	2.446992e-001
2.627450966825751e-002	1.098778e-001	2.451083e-001
2.632715669120820e-002	1.102939e-001	2.455893e-001
2.639592924376362e-002	1.108397e-001	2.462176e-001
2.640850602018890e-002	1.109400e-001	2.463325e-001
2.643365957303946e-002	1.111414e-001	2.465622e-001
2.647782502252622e-002	1.114963e-001	2.469656e-001
2.649672569417316e-002	1.116487e-001	2.471382e-001
2.650145086208489e-002	1.116869e-001	2.471814e-001
2.651090119790836e-002	1.117633e-001	2.472677e-001
2.651326378186423e-002	1.117825e-001	2.472893e-001
2.651798894977597e-002	1.118207e-001	2.473324e-001
2.651917024175390e-002	1.118303e-001	2.473432e-001
2.652153282570977e-002	1.118494e-001	2.473648e-001
2.652625799362150e-002	1.118876e-001	2.474079e-001
2.653570832944497e-002	1.119642e-001	2.474942e-001
2.654465581397355e-002	1.120366e-001	2.475759e-001
2.655887270751571e-002	1.121518e-001	2.477057e-001
2.657377200853120e-002	1.122724e-001	2.478418e-001
2.660357061056218e-002	1.125137e-001	2.481139e-001
2.664468459182149e-002	1.128462e-001	2.484892e-001
2.669187327164426e-002	1.132274e-001	2.489200e-001
2.675039552306726e-002	1.136999e-001	2.494541e-001
2.681602935042618e-002	1.142302e-001	2.500531e-001
2.682569709615411e-002	1.143084e-001	2.501414e-001
2.684503258760996e-002	1.144653e-001	2.503178e-001
2.685784464930105e-002	1.145693e-001	2.504347e-001
2.685942589767398e-002	1.145822e-001	2.504491e-001
2.686258839441982e-002	1.146079e-001	2.504780e-001
2.686337901860629e-002	1.146143e-001	2.504852e-001
2.686496026697921e-002	1.146272e-001	2.504996e-001
2.686812276372506e-002	1.146529e-001	2.505285e-001
2.687444775721675e-002	1.147043e-001	2.505862e-001
2.688340702769509e-002	1.147772e-001	2.506679e-001
2.689332301031738e-002	1.148579e-001	2.507584e-001
2.690921714505487e-002	1.149873e-001	2.509034e-001
2.692586742628715e-002	1.151227e-001	2.510553e-001
2.695346009031160e-002	1.153472e-001	2.513070e-001
2.699380044594752e-002	1.156753e-001	2.516750e-001
2.703962342867053e-002	1.160477e-001	2.520930e-001
2.709712415169388e-002	1.165149e-001	2.526173e-001
2.710659579631068e-002	1.165918e-001	2.527037e-001
2.712553908554427e-002	1.167458e-001	2.528765e-001
2.715790534011843e-002	1.170093e-001	2.531716e-001
2.716276702271092e-002	1.170489e-001	2.532159e-001
2.716398244335904e-002	1.170588e-001	2.532270e-001
2.716641328465529e-002	1.170787e-001	2.532491e-001
2.717127496724779e-002	1.171184e-001	2.532935e-001
2.718099833243278e-002	1.171978e-001	2.533821e-001
2.719169659336411e-002	1.172853e-001	2.534797e-001
2.720853969117876e-002	1.174233e-001	2.536332e-001
2.722625276602171e-002	1.175686e-001	2.537947e-001
2.724989204397797e-002	1.177631e-001	2.540102e-001
2.727538006571426e-002	1.179730e-001	2.542425e-001
2.730492113517256e-002	1.182165e-001	2.545118e-001
2.733941542192831e-002	1.185009e-001	2.548262e-001
2.737770934874373e-002	1.188163e-001	2.551751e-001
2.742433069085804e-002	1.191998e-001	2.556000e-001
2.747215541074827e-002	1.195927e-001	2.560357e-001
2.752819794669366e-002	1.200524e-001	2.565463e-001
2.758366535638322e-002	1.205065e-001	2.570515e-001
2.763727232513305e-002	1.209439e-001	2.575397e-001
2.768694379578372e-002	1.213475e-001	2.579920e-001
2.773491742548662e-002	1.217360e-001	2.584288e-001
2.778218866478092e-002	1.221183e-001	2.588592e-001
2.778844372879134e-002	1.221689e-001	2.589161e-001
2.780095385681218e-002	1.222702e-001	2.590300e-001
2.782597411285385e-002	1.224731e-001	2.592578e-001
2.786122552739114e-002	1.227594e-001	2.595786e-001
2.790829942323146e-002	1.231423e-001	2.600071e-001
2.794989193464349e-002	1.234812e-001	2.603856e-001
2.799453131507905e-002	1.238459e-001	2.607917e-001
2.808381007595019e-002	1.245776e-001	2.616040e-001
2.816878446355484e-002	1.252764e-001	2.623769e-001
2.824634002543761e-002	1.259162e-001	2.630821e-001
2.833127560317640e-002	1.266185e-001	2.638544e-001
2.841515085655458e-002	1.273129e-001	2.646168e-001
2.851304961908468e-002	1.281237e-001	2.655064e-001
2.855114623973634e-002	1.284393e-001	2.658526e-001
2.857766467622821e-002	1.286589e-001	2.660935e-001
2.860710776171392e-002	1.289030e-001	2.663610e-001
2.863500765038819e-002	1.291362e-001	2.666144e-001
2.867430983110585e-002	1.294734e-001	2.669714e-001
2.871839744822356e-002	1.298749e-001	2.673718e-001
2.877509001187609e-002	1.304450e-001	2.678866e-001
2.884568113067097e-002	1.312434e-001	2.685276e-001
2.893200704307494e-002	1.323141e-001	2.693112e-001
2.902883698637663e-002	1.335520e-001	2.701900e-001
2.913173943681140e-002	1.348465e-001	2.711236e-001
2.914576041207109e-002	1.350167e-001	2.712508e-001
2.917380236259045e-002	1.353463e-001	2.715052e-001
2.921657251725254e-002	1.358407e-001	2.718931e-001
2.922291316774554e-002	1.359129e-001	2.719506e-001
2.923559446873154e-002	1.360553e-001	2.720656e-001
2.926095707070353e-002	1.363375e-001	2.722957e-001
2.926394393536028e-002	1.363705e-001	2.723227e-001
2.926469065152447e-002	1.363787e-001	2.723295e-001
2.926618408385285e-002	1.363951e-001	2.723430e-001
2.926917094850960e-002	1.364278e-001	2.723701e-001
2.927510906392396e-002	1.364924e-001	2.724240e-001
2.928473256775221e-002	1.365967e-001	2.725112e-001
2.929486498710440e-002	1.367054e-001	2.726031e-001
2.931512982580878e-002	1.369204e-001	2.727869e-001
2.934440242860291e-002	1.372259e-001	2.730523e-001
2.938868163116184e-002	1.376794e-001	2.734537e-001
2.943396094774324e-002	1.381343e-001	2.738642e-001
2.949584491119290e-002	1.387451e-001	2.744251e-001
2.957445394070549e-002	1.395127e-001	2.751375e-001
2.958584315438689e-002	1.396232e-001	2.752406e-001
2.960862158174968e-002	1.398437e-001	2.754470e-001
2.964491024443481e-002	1.401948e-001	2.757758e-001
2.965021944778483e-002	1.402462e-001	2.758239e-001
2.966083785448487e-002	1.403488e-001	2.759201e-001
2.966349245615988e-002	1.403745e-001	2.759441e-001
2.966880165950990e-002	1.404258e-001	2.759922e-001
2.967012896034740e-002	1.404386e-001	2.760043e-001
2.967278356202241e-002	1.404643e-001	2.760283e-001
2.967809276537243e-002	1.405156e-001	2.760764e-001
2.967924036250212e-002	1.405267e-001	2.760868e-001
2.968153555676151e-002	1.405489e-001	2.761076e-001
2.968612594528028e-002	1.405932e-001	2.761492e-001
2.969530672231782e-002	1.406819e-001	2.762323e-001
2.970378641049026e-002	1.407638e-001	2.763091e-001
2.972074578683514e-002	1.409276e-001	2.764627e-001
2.974882904671469e-002	1.411988e-001	2.767171e-001
2.979031626920976e-002	1.415992e-001	2.770928e-001
2.983495760721228e-002	1.420298e-001	2.774971e-001
2.989263705816003e-002	1.425860e-001	2.780193e-001
2.996619150097733e-002	1.432957e-001	2.786851e-001
2.998084064545216e-002	1.434373e-001	2.788177e-001
2.998450293157087e-002	1.434727e-001	2.788509e-001
2.999182750380829e-002	1.435437e-001	2.789171e-001
3.000647664828313e-002	1.436856e-001	2.790497e-001
3.003376183126959e-002	1.439501e-001	2.792967e-001
3.006670144347580e-002	1.442694e-001	2.795947e-001
3.010137691227034e-002	1.446055e-001	2.799085e-001
3.010825585862282e-002	1.446722e-001	2.799707e-001
3.012201375132778e-002	1.448055e-001	2.800952e-001
3.013365145615403e-002	1.449182e-001	2.802005e-001
3.014604540094441e-002	1.450382e-001	2.803126e-001
3.016331521215208e-002	1.452054e-001	2.804689e-001
3.018125820979151e-002	1.453791e-001	2.806312e-001
3.021714420507037e-002	1.457261e-001	2.809558e-001
3.025782894894153e-002	1.461192e-001	2.813238e-001
3.031039764203811e-002	1.466266e-001	2.817992e-001
3.037128366257933e-002	1.472139e-001	2.823497e-001
3.038291679775914e-002	1.473262e-001	2.824549e-001
3.040618306811874e-002	1.475509e-001	2.826652e-001
3.041199963570864e-002	1.476071e-001	2.827178e-001
3.042363277088845e-002	1.477196e-001	2.828230e-001
3.044689904124805e-002	1.479446e-001	2.830333e-001
3.047938461223161e-002	1.482589e-001	2.833270e-001
3.051332616131786e-002	1.485873e-001	2.836337e-001
3.051947383435117e-002	1.486468e-001	2.836893e-001
3.053176918041779e-002	1.487658e-001	2.838004e-001
3.053326753435924e-002	1.487803e-001	2.838139e-001
3.053626424224213e-002	1.488093e-001	2.838410e-001
3.054225765800791e-002	1.488673e-001	2.838952e-001
3.055183518160479e-002	1.489600e-001	2.839817e-001
